City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
45,Shu,KZ,58.37,scattered clouds,43.5983,73.7614,Shyngyzkhan
46,Nikolskoye,RU,39.7,overcast clouds,59.7035,30.7861,Tourist House - Sablino
47,Dzaoudzi,YT,78.69,clear sky,-12.7887,45.2699,Le Rocher
48,Freeport,US,47.01,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
49,Tasiilaq,GL,32.13,overcast clouds,65.6145,-37.6368,The Red House
50,Loa Janan,ID,84.02,broken clouds,-0.583,117.095,Kost bu jono
51,Ushuaia,AR,46.06,light rain,-54.8,-68.3,Albatross Hotel
52,Hilo,US,77.29,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
53,Port Elizabeth,ZA,63.32,broken clouds,-33.918,25.5701,39 On Nile Guest House
55,Husavik,IS,38.66,light rain,66.0449,-17.3389,Bjarnabúð
56,Rondonopolis,BR,68.95,overcast clouds,-16.4708,-54.6356,Serras Hotel
